"dateTime","wtr_0.5"
2019-08-13 13:00:00,7.026
2019-08-13 13:30:00,7.209
2019-08-13 14:00:00,7.151
2019-08-13 14:30:00,7.142
2019-08-13 15:00:00,7.122
2019-08-13 15:30:00,7.103
2019-08-13 16:00:00,7.046
2019-08-13 16:30:00,7.046
2019-08-13 17:00:00,7.017
2019-08-13 17:30:00,6.998
2019-08-13 18:00:00,6.959
2019-08-13 18:30:00,6.94
2019-08-13 19:00:00,6.901
2019-08-13 19:30:00,6.882
2019-08-13 20:00:00,6.843
2019-08-13 20:30:00,6.805
2019-08-13 21:00:00,6.805
2019-08-13 21:30:00,6.805
2019-08-13 22:00:00,6.834
2019-08-13 22:30:00,6.892
2019-08-13 23:00:00,6.969
2019-08-13 23:30:00,7.026
2019-08-14 00:00:00,7.094
2019-08-14 00:30:00,7.257
2019-08-14 01:00:00,7.295
2019-08-14 01:30:00,7.362
2019-08-14 02:00:00,7.324
2019-08-14 02:30:00,7.324
2019-08-14 03:00:00,7.295
2019-08-14 03:30:00,7.534
2019-08-14 04:00:00,7.457
2019-08-14 04:30:00,7.457
2019-08-14 05:00:00,7.438
2019-08-14 05:30:00,7.266
2019-08-14 06:00:00,7.247
2019-08-14 06:30:00,7.247
2019-08-14 07:00:00,7.218
2019-08-14 07:30:00,7.238
2019-08-14 08:00:00,7.209
2019-08-14 08:30:00,7.18
2019-08-14 09:00:00,7.17
2019-08-14 09:30:00,7.18
2019-08-14 10:00:00,7.199
2019-08-14 10:30:00,7.247
2019-08-14 11:00:00,7.238
2019-08-14 11:30:00,7.257
2019-08-14 12:00:00,7.238
2019-08-14 12:30:00,7.238
2019-08-14 13:00:00,7.228
2019-08-14 13:30:00,7.257
2019-08-14 14:00:00,7.247
2019-08-14 14:30:00,7.266
2019-08-14 15:00:00,7.276
2019-08-14 15:30:00,7.266
2019-08-14 16:00:00,7.238
2019-08-14 16:30:00,7.247
2019-08-14 17:00:00,7.199
2019-08-14 17:30:00,7.18
2019-08-14 18:00:00,7.18
2019-08-14 18:30:00,7.142
2019-08-14 19:00:00,7.122
2019-08-14 19:30:00,7.132
2019-08-14 20:00:00,7.113
2019-08-14 20:30:00,7.103
2019-08-14 21:00:00,7.084
2019-08-14 21:30:00,7.094
2019-08-14 22:00:00,7.218
2019-08-14 22:30:00,7.285
2019-08-14 23:00:00,7.295
2019-08-14 23:30:00,7.305
2019-08-15 00:00:00,7.362
2019-08-15 00:30:00,7.496
2019-08-15 01:00:00,7.543
2019-08-15 01:30:00,7.543
2019-08-15 02:00:00,7.648
2019-08-15 02:30:00,7.553
2019-08-15 03:00:00,7.677
2019-08-15 03:30:00,7.696
2019-08-15 04:00:00,7.724
2019-08-15 04:30:00,7.534
2019-08-15 05:00:00,7.496
2019-08-15 05:30:00,7.457
2019-08-15 06:00:00,7.486
2019-08-15 06:30:00,7.572
2019-08-15 07:00:00,7.591
2019-08-15 07:30:00,7.524
2019-08-15 08:00:00,7.534
2019-08-15 08:30:00,7.638
2019-08-15 09:00:00,7.638
2019-08-15 09:30:00,7.638
2019-08-15 10:00:00,7.696
2019-08-15 10:30:00,7.705
2019-08-15 11:00:00,7.677
2019-08-15 11:30:00,7.658
2019-08-15 12:00:00,7.705
2019-08-15 12:30:00,7.629
2019-08-15 13:00:00,7.658
2019-08-15 13:30:00,7.638
2019-08-15 14:00:00,7.658
2019-08-15 14:30:00,7.6
2019-08-15 15:00:00,7.572
2019-08-15 15:30:00,7.543
2019-08-15 16:00:00,7.505
2019-08-15 16:30:00,7.486
2019-08-15 17:00:00,7.438
2019-08-15 17:30:00,7.419
2019-08-15 18:00:00,7.41
2019-08-15 18:30:00,7.371
2019-08-15 19:00:00,7.362
2019-08-15 19:30:00,7.333
2019-08-15 20:00:00,7.324
2019-08-15 20:30:00,7.305
2019-08-15 21:00:00,7.343
2019-08-15 21:30:00,7.333
2019-08-15 22:00:00,7.4
2019-08-15 22:30:00,7.41
2019-08-15 23:00:00,7.486
2019-08-15 23:30:00,7.581
2019-08-16 00:00:00,7.677
2019-08-16 00:30:00,7.791
2019-08-16 01:00:00,7.677
2019-08-16 01:30:00,7.715
2019-08-16 02:00:00,7.781
2019-08-16 02:30:00,7.885
2019-08-16 03:00:00,7.734
2019-08-16 03:30:00,7.696
2019-08-16 04:00:00,7.715
2019-08-16 04:30:00,7.686
2019-08-16 05:00:00,7.772
2019-08-16 05:30:00,7.753
2019-08-16 06:00:00,7.753
2019-08-16 06:30:00,7.753
2019-08-16 07:00:00,7.762
2019-08-16 07:30:00,7.762
2019-08-16 08:00:00,7.753
2019-08-16 08:30:00,7.753
2019-08-16 09:00:00,7.753
2019-08-16 09:30:00,7.743
2019-08-16 10:00:00,7.734
2019-08-16 10:30:00,7.781
2019-08-16 11:00:00,7.762
2019-08-16 11:30:00,7.696
2019-08-16 12:00:00,7.705
2019-08-16 12:30:00,7.658
2019-08-16 13:00:00,7.658
2019-08-16 13:30:00,7.658
2019-08-16 14:00:00,7.61
2019-08-16 14:30:00,7.572
2019-08-16 15:00:00,7.562
2019-08-16 15:30:00,7.524
2019-08-16 16:00:00,7.477
2019-08-16 16:30:00,7.448
2019-08-16 17:00:00,7.4
2019-08-16 17:30:00,7.371
2019-08-16 18:00:00,7.352
2019-08-16 18:30:00,7.314
2019-08-16 19:00:00,7.285
2019-08-16 19:30:00,7.285
2019-08-16 20:00:00,7.209
2019-08-16 20:30:00,7.247
2019-08-16 21:00:00,7.257
2019-08-16 21:30:00,7.295
2019-08-16 22:00:00,7.324
2019-08-16 22:30:00,7.371
2019-08-16 23:00:00,7.477
2019-08-16 23:30:00,7.61
2019-08-17 00:00:00,7.638
2019-08-17 00:30:00,7.658
2019-08-17 01:00:00,7.828
2019-08-17 01:30:00,7.876
2019-08-17 02:00:00,7.914
2019-08-17 02:30:00,7.942
2019-08-17 03:00:00,7.923
2019-08-17 03:30:00,7.857
2019-08-17 04:00:00,7.895
2019-08-17 04:30:00,7.847
2019-08-17 05:00:00,7.876
2019-08-17 05:30:00,7.885
2019-08-17 06:00:00,7.857
2019-08-17 06:30:00,7.838
2019-08-17 07:00:00,7.819
2019-08-17 07:30:00,7.781
2019-08-17 08:00:00,7.705
2019-08-17 08:30:00,7.648
2019-08-17 09:00:00,7.572
2019-08-17 09:30:00,7.572
2019-08-17 10:00:00,7.515
2019-08-17 10:30:00,7.505
2019-08-17 11:00:00,7.486
2019-08-17 11:30:00,7.467
2019-08-17 12:00:00,7.41
2019-08-17 12:30:00,7.438
2019-08-17 13:00:00,7.371
2019-08-17 13:30:00,7.352
2019-08-17 14:00:00,7.314
2019-08-17 14:30:00,7.276
2019-08-17 15:00:00,7.276
2019-08-17 15:30:00,7.238
2019-08-17 16:00:00,7.199
2019-08-17 16:30:00,7.17
2019-08-17 17:00:00,7.094
2019-08-17 17:30:00,7.094
2019-08-17 18:00:00,7.065
2019-08-17 18:30:00,7.046
2019-08-17 19:00:00,6.998
2019-08-17 19:30:00,6.978
2019-08-17 20:00:00,6.998
2019-08-17 20:30:00,6.969
2019-08-17 21:00:00,6.93
2019-08-17 21:30:00,6.998
2019-08-17 22:00:00,7.046
2019-08-17 22:30:00,7.074
2019-08-17 23:00:00,7.142
2019-08-17 23:30:00,7.228
2019-08-18 00:00:00,7.285
2019-08-18 00:30:00,7.352
2019-08-18 01:00:00,7.41
2019-08-18 01:30:00,7.562
2019-08-18 02:00:00,7.448
2019-08-18 02:30:00,7.524
2019-08-18 03:00:00,7.562
2019-08-18 03:30:00,7.515
2019-08-18 04:00:00,7.515
2019-08-18 04:30:00,7.534
2019-08-18 05:00:00,7.534
2019-08-18 05:30:00,7.515
2019-08-18 06:00:00,7.524
2019-08-18 06:30:00,7.496
2019-08-18 07:00:00,7.486
2019-08-18 07:30:00,7.429
2019-08-18 08:00:00,7.438
2019-08-18 08:30:00,7.41
2019-08-18 09:00:00,7.371
2019-08-18 09:30:00,7.305
2019-08-18 10:00:00,7.257
2019-08-18 10:30:00,7.228
2019-08-18 11:00:00,7.228
2019-08-18 11:30:00,7.18
2019-08-18 12:00:00,7.18
2019-08-18 12:30:00,7.132
2019-08-18 13:00:00,7.122
2019-08-18 13:30:00,7.103
2019-08-18 14:00:00,7.065
2019-08-18 14:30:00,7.007
2019-08-18 15:00:00,6.978
2019-08-18 15:30:00,6.94
2019-08-18 16:00:00,6.969
2019-08-18 16:30:00,6.911
2019-08-18 17:00:00,6.872
2019-08-18 17:30:00,6.824
2019-08-18 18:00:00,6.814
2019-08-18 18:30:00,6.776
2019-08-18 19:00:00,6.757
2019-08-18 19:30:00,6.747
2019-08-18 20:00:00,6.699
2019-08-18 20:30:00,6.66
2019-08-18 21:00:00,6.65
2019-08-18 21:30:00,6.679
2019-08-18 22:00:00,6.747
2019-08-18 22:30:00,6.824
2019-08-18 23:00:00,6.882
2019-08-18 23:30:00,6.969
2019-08-19 00:00:00,7.026
2019-08-19 00:30:00,7.103
2019-08-19 01:00:00,7.218
2019-08-19 01:30:00,7.295
2019-08-19 02:00:00,7.448
2019-08-19 02:30:00,7.515
2019-08-19 03:00:00,7.534
2019-08-19 03:30:00,7.658
2019-08-19 04:00:00,7.677
2019-08-19 04:30:00,7.828
2019-08-19 05:00:00,7.857
2019-08-19 05:30:00,7.933
2019-08-19 06:00:00,7.753
2019-08-19 06:30:00,7.857
2019-08-19 07:00:00,7.781
2019-08-19 07:30:00,7.8
2019-08-19 08:00:00,7.762
2019-08-19 08:30:00,7.753
2019-08-19 09:00:00,7.743
2019-08-19 09:30:00,7.715
2019-08-19 10:00:00,7.705
2019-08-19 10:30:00,7.667
2019-08-19 11:00:00,7.591
2019-08-19 11:30:00,7.581
2019-08-19 12:00:00,7.496
2019-08-19 12:30:00,7.524
2019-08-19 13:00:00,7.496
2019-08-19 13:30:00,7.505
2019-08-19 14:00:00,7.41
2019-08-19 14:30:00,7.429
2019-08-19 15:00:00,7.448
2019-08-19 15:30:00,7.429
2019-08-19 16:00:00,7.41
2019-08-19 16:30:00,7.371
2019-08-19 17:00:00,7.391
2019-08-19 17:30:00,7.362
2019-08-19 18:00:00,7.333
2019-08-19 18:30:00,7.295
2019-08-19 19:00:00,7.276
2019-08-19 19:30:00,7.238
2019-08-19 20:00:00,7.228
2019-08-19 20:30:00,7.161
2019-08-19 21:00:00,7.18
2019-08-19 21:30:00,7.19
2019-08-19 22:00:00,7.209
2019-08-19 22:30:00,7.314
2019-08-19 23:00:00,7.4
2019-08-19 23:30:00,7.457
2019-08-20 00:00:00,7.591
2019-08-20 00:30:00,7.448
2019-08-20 01:00:00,7.457
2019-08-20 01:30:00,7.762
2019-08-20 02:00:00,7.914
2019-08-20 02:30:00,7.971
2019-08-20 03:00:00,7.98
2019-08-20 03:30:00,7.658
2019-08-20 04:00:00,7.553
2019-08-20 04:30:00,7.619
2019-08-20 05:00:00,7.734
2019-08-20 05:30:00,7.677
2019-08-20 06:00:00,7.8
2019-08-20 06:30:00,7.686
2019-08-20 07:00:00,7.667
2019-08-20 07:30:00,7.629
2019-08-20 08:00:00,7.762
2019-08-20 08:30:00,8.084
2019-08-20 09:00:00,7.914
2019-08-20 09:30:00,7.98
2019-08-20 10:00:00,7.952
2019-08-20 10:30:00,7.961
2019-08-20 11:00:00,7.724
2019-08-20 11:30:00,7.753
2019-08-20 12:00:00,7.772
2019-08-20 12:30:00,7.8
2019-08-20 13:00:00,7.838
2019-08-20 13:30:00,7.828
2019-08-20 14:00:00,7.989
2019-08-20 14:30:00,8.122
2019-08-20 15:00:00,8.131
2019-08-20 15:30:00,8.084
2019-08-20 16:00:00,8.027
2019-08-20 16:30:00,8.027
2019-08-20 17:00:00,8.046
2019-08-20 17:30:00,8.008
2019-08-20 18:00:00,8.037
2019-08-20 18:30:00,8.056
2019-08-20 19:00:00,8.056
2019-08-20 19:30:00,8.065
2019-08-20 20:00:00,7.989
2019-08-20 20:30:00,7.895
2019-08-20 21:00:00,7.791
2019-08-20 21:30:00,7.809
2019-08-20 22:00:00,7.686
2019-08-20 22:30:00,7.942
2019-08-20 23:00:00,8.075
2019-08-20 23:30:00,8.122
2019-08-21 00:00:00,7.715
2019-08-21 00:30:00,7.505
2019-08-21 01:00:00,7.352
2019-08-21 01:30:00,7.496
2019-08-21 02:00:00,7.448
2019-08-21 02:30:00,8.046
2019-08-21 03:00:00,8.235
2019-08-21 03:30:00,7.648
2019-08-21 04:00:00,7.885
2019-08-21 04:30:00,7.6
2019-08-21 05:00:00,7.543
2019-08-21 05:30:00,7.8
2019-08-21 06:00:00,7.791
2019-08-21 06:30:00,7.772
2019-08-21 07:00:00,7.838
2019-08-21 07:30:00,7.819
2019-08-21 08:00:00,7.809
2019-08-21 08:30:00,7.734
2019-08-21 09:00:00,7.391
2019-08-21 09:30:00,7.581
2019-08-21 10:00:00,7.8
2019-08-21 10:30:00,7.885
2019-08-21 11:00:00,7.619
2019-08-21 11:30:00,7.562
2019-08-21 12:00:00,7.477
2019-08-21 12:30:00,7.333
2019-08-21 13:00:00,7.371
2019-08-21 13:30:00,7.419
2019-08-21 14:00:00,7.477
2019-08-21 14:30:00,7.505
2019-08-21 15:00:00,7.553
2019-08-21 15:30:00,7.429
2019-08-21 16:00:00,7.381
2019-08-21 16:30:00,7.486
2019-08-21 17:00:00,7.629
2019-08-21 17:30:00,7.705
2019-08-21 18:00:00,7.753
2019-08-21 18:30:00,7.619
2019-08-21 19:00:00,7.505
2019-08-21 19:30:00,7.486
2019-08-21 20:00:00,7.477
2019-08-21 20:30:00,7.362
2019-08-21 21:00:00,7.362
2019-08-21 21:30:00,7.314
2019-08-21 22:00:00,7.285
2019-08-21 22:30:00,7.352
2019-08-21 23:00:00,7.305
2019-08-21 23:30:00,7.352
2019-08-22 00:00:00,7.352
2019-08-22 00:30:00,7.4
2019-08-22 01:00:00,7.467
2019-08-22 01:30:00,7.696
2019-08-22 02:00:00,7.961
2019-08-22 02:30:00,8.112
2019-08-22 03:00:00,7.705
2019-08-22 03:30:00,7.515
2019-08-22 04:00:00,7.648
2019-08-22 04:30:00,7.734
2019-08-22 05:00:00,7.705
2019-08-22 05:30:00,7.734
2019-08-22 06:00:00,7.438
2019-08-22 06:30:00,7.477
2019-08-22 07:00:00,7.4
2019-08-22 07:30:00,7.686
2019-08-22 08:00:00,8.385
2019-08-22 08:30:00,7.581
2019-08-22 09:00:00,7.591
2019-08-22 09:30:00,7.448
2019-08-22 10:00:00,7.381
2019-08-22 10:30:00,7.438
2019-08-22 11:00:00,7.667
2019-08-22 11:30:00,7.543
2019-08-22 12:00:00,7.772
2019-08-22 12:30:00,7.743
2019-08-22 13:00:00,7.429
2019-08-22 13:30:00,7.391
2019-08-22 14:00:00,7.448
2019-08-22 14:30:00,7.524
2019-08-22 15:00:00,7.591
2019-08-22 15:30:00,7.572
2019-08-22 16:00:00,7.6
2019-08-22 16:30:00,7.648
2019-08-22 17:00:00,7.61
2019-08-22 17:30:00,7.543
2019-08-22 18:00:00,7.543
2019-08-22 18:30:00,7.4
2019-08-22 19:00:00,7.505
2019-08-22 19:30:00,7.477
2019-08-22 20:00:00,7.352
2019-08-22 20:30:00,7.866
2019-08-22 21:00:00,8.103
2019-08-22 21:30:00,8.169
2019-08-22 22:00:00,8.008
2019-08-22 22:30:00,7.486
2019-08-22 23:00:00,7.866
2019-08-22 23:30:00,7.61
2019-08-23 00:00:00,7.866
2019-08-23 00:30:00,8.065
2019-08-23 01:00:00,7.866
2019-08-23 01:30:00,8.008
2019-08-23 02:00:00,7.98
2019-08-23 02:30:00,7.942
2019-08-23 03:00:00,7.857
2019-08-23 03:30:00,7.762
2019-08-23 04:00:00,8.414
2019-08-23 04:30:00,8.489
2019-08-23 05:00:00,8.76
2019-08-23 05:30:00,8.385
2019-08-23 06:00:00,8.713
2019-08-23 06:30:00,8.385
2019-08-23 07:00:00,8.225
2019-08-23 07:30:00,8.282
2019-08-23 08:00:00,8.47
2019-08-23 08:30:00,8.376
2019-08-23 09:00:00,8.367
2019-08-23 09:30:00,8.329
2019-08-23 10:00:00,8.225
2019-08-23 10:30:00,7.933
2019-08-23 11:00:00,7.914
2019-08-23 11:30:00,7.952
2019-08-23 12:00:00,7.989
2019-08-23 12:30:00,8.065
2019-08-23 13:00:00,8.093
2019-08-23 13:30:00,8.103
2019-08-23 14:00:00,8.273
2019-08-23 14:30:00,8.254
2019-08-23 15:00:00,8.254
2019-08-23 15:30:00,8.254
2019-08-23 16:00:00,8.225
2019-08-23 16:30:00,8.188
2019-08-23 17:00:00,8.188
2019-08-23 17:30:00,8.197
2019-08-23 18:00:00,8.131
2019-08-23 18:30:00,7.942
2019-08-23 19:00:00,7.961
2019-08-23 19:30:00,7.999
2019-08-23 20:00:00,7.923
2019-08-23 20:30:00,7.895
2019-08-23 21:00:00,7.942
2019-08-23 21:30:00,7.914
2019-08-23 22:00:00,7.923
2019-08-23 22:30:00,7.923
